"Dia";"Diesel A";"Gasolina 95"
"2023-07-11 00:00:00";1,479;1,6707
"2023-07-12 00:00:00";1,4818;1,6728
"2023-07-13 00:00:00";1,4892;1,6746
"2023-07-14 00:00:00";1,4922;1,6816
"2023-07-15 00:00:00";1,4908;1,6849
"2023-07-16 00:00:00";1,4889;1,6836
"2023-07-17 00:00:00";1,4889;1,6825
"2023-07-18 00:00:00";1,4873;1,6824
"2023-07-19 00:00:00";1,4858;1,6815
"2023-07-20 00:00:00";1,4843;1,6793
"2023-07-21 00:00:00";1,4892;1,6842
"2023-07-22 00:00:00";1,4953;1,69
"2023-07-23 00:00:00";1,4989;1,6957
"2023-07-24 00:00:00";1,5003;1,697
"2023-07-25 00:00:00";1,5073;1,7064
"2023-07-26 00:00:00";1,5194;1,7193
"2023-07-27 00:00:00";1,5227;1,7224
"2023-07-28 00:00:00";1,5227;1,7224
"2023-07-29 00:00:00";1,5424;1,7392
"2023-07-30 00:00:00";1,5465;1,7413
"2023-07-31 00:00:00";1,549;1,7434
"2023-08-01 00:00:00";1,5516;1,7444
"2023-08-02 00:00:00";1,571;1,7574
"2023-08-03 00:00:00";1,584;1,7629
"2023-08-04 00:00:00";1,5897;1,7629
"2023-08-05 00:00:00";1,5963;1,7649
"2023-08-06 00:00:00";1,5962;1,7632
"2023-08-07 00:00:00";1,5977;1,7643
"2023-08-08 00:00:00";1,6012;1,7662
"2023-08-09 00:00:00";1,6029;1,7678
"2023-08-10 00:00:00";1,6031;1,7679
"2023-08-11 00:00:00";1,6102;1,773
"2023-08-12 00:00:00";1,6164;1,7799
"2023-08-13 00:00:00";1,6164;1,7808
"2023-08-14 00:00:00";1,6172;1,7826
"2023-08-15 00:00:00";1,6212;1,7859
"2023-08-16 00:00:00";1,6225;1,788
"2023-08-17 00:00:00";1,6241;1,7885
"2023-08-18 00:00:00";1,6229;1,7919
"2023-08-19 00:00:00";1,6227;1,7965
"2023-08-20 00:00:00";1,6208;1,7973
"2023-08-21 00:00:00";1,6215;1,7973
"2023-08-22 00:00:00";1,6256;1,798
"2023-08-23 00:00:00";1,6283;1,8006
"2023-08-24 00:00:00";1,6281;1,7992
"2023-08-25 00:00:00";1,6266;1,799
"2023-08-26 00:00:00";1,6305;1,8012
"2023-08-27 00:00:00";1,6309;1,8013
"2023-08-28 00:00:00";1,6323;1,8024
"2023-08-29 00:00:00";1,6392;1,8039
"2023-08-30 00:00:00";1,641;1,8052
"2023-08-31 00:00:00";1,6415;1,8099
"2023-09-01 00:00:00";1,6422;1,8097
"2023-09-02 00:00:00";1,6401;1,8111
"2023-09-03 00:00:00";1,6403;1,8119
"2023-09-04 00:00:00";1,6403;1,8119
"2023-09-05 00:00:00";1,641;1,8117
"2023-09-06 00:00:00";1,6429;1,8138
"2023-09-07 00:00:00";1,6487;1,8165
"2023-09-08 00:00:00";1,6497;1,8146
"2023-09-09 00:00:00";1,6557;1,8174
"2023-09-10 00:00:00";1,6597;1,8201
"2023-09-11 00:00:00";1,6607;1,8219
"2023-09-12 00:00:00";1,6645;1,8235
"2023-09-13 00:00:00";1,675;1,8273
"2023-09-14 00:00:00";1,6855;1,8319
"2023-09-15 00:00:00";1,6907;1,8309
"2023-09-16 00:00:00";1,6972;1,8355
"2023-09-17 00:00:00";1,697;1,8347
"2023-09-18 00:00:00";1,6979;1,836
"2023-09-19 00:00:00";1,7028;1,8405
"2023-09-20 00:00:00";1,7058;1,8407
"2023-09-21 00:00:00";1,7065;1,8408
"2023-09-22 00:00:00";1,7072;1,8383
"2023-09-23 00:00:00";1,712;1,8379
"2023-09-24 00:00:00";1,7111;1,8368
"2023-09-25 00:00:00";1,711;1,8371
"2023-09-26 00:00:00";1,714;1,8368
"2023-09-27 00:00:00";1,7116;1,8325
"2023-09-28 00:00:00";1,7089;1,8277
"2023-09-29 00:00:00";1,7113;1,8259
"2023-09-30 00:00:00";1,7194;1,824
"2023-10-01 00:00:00";1,722;1,8222
"2023-10-02 00:00:00";1,7224;1,8218
"2023-10-03 00:00:00";1,7254;1,8162
"2023-10-04 00:00:00";1,7276;1,8067
"2023-10-05 00:00:00";1,7218;1,7949
"2023-10-06 00:00:00";1,718;1,7839
"2023-10-07 00:00:00";1,7058;1,7703
"2023-10-08 00:00:00";1,7021;1,767
"2023-10-09 00:00:00";1,7019;1,7663
"2023-10-10 00:00:00";1,6967;1,7586
"2023-10-11 00:00:00";1,6922;1,7502
"2023-10-12 00:00:00";1,6851;1,7425
"2023-10-13 00:00:00";1,6824;1,7398
"2023-10-14 00:00:00";1,6792;1,7365
"2023-10-15 00:00:00";1,6781;1,7347
"2023-10-16 00:00:00";1,6785;1,735
"2023-10-17 00:00:00";1,6783;1,7299
"2023-10-18 00:00:00";1,6802;1,7265
"2023-10-19 00:00:00";1,6797;1,7202
"2023-10-20 00:00:00";1,6791;1,7193
"2023-10-21 00:00:00";1,6774;1,7187
"2023-10-22 00:00:00";1,6756;1,7204
"2023-10-23 00:00:00";1,6781;1,722
"2023-10-24 00:00:00";1,6757;1,7214
"2023-10-25 00:00:00";1,673;1,7215
"2023-10-26 00:00:00";1,6711;1,717
"2023-10-27 00:00:00";1,6668;1,7135
"2023-10-28 00:00:00";1,6668;1,7116
"2023-10-29 00:00:00";1,6641;1,7103
"2023-10-30 00:00:00";1,6639;1,7101
"2023-10-31 00:00:00";1,6602;1,7065
"2023-11-01 00:00:00";1,6583;1,7058
"2023-11-02 00:00:00";1,6587;1,7054
"2023-11-03 00:00:00";1,6571;1,7049
"2023-11-04 00:00:00";1,6582;1,7033
"2023-11-05 00:00:00";1,6591;1,7036
"2023-11-06 00:00:00";1,6591;1,7036
"2023-11-07 00:00:00";1,6541;1,699
"2023-11-08 00:00:00";1,6501;1,6937
"2023-11-09 00:00:00";1,6458;1,6864
"2023-11-10 00:00:00";1,6402;1,6816
"2023-11-11 00:00:00";1,6319;1,6763
"2023-11-12 00:00:00";1,629;1,675
"2023-11-13 00:00:00";1,6255;1,6732
"2023-11-14 00:00:00";1,613;1,6685
"2023-11-15 00:00:00";1,6088;1,6659
"2023-11-16 00:00:00";1,6061;1,6664
"2023-11-17 00:00:00";1,6042;1,6631
"2023-11-18 00:00:00";1,597;1,6584
"2023-11-19 00:00:00";1,5934;1,6555
"2023-11-20 00:00:00";1,5934;1,6554
"2023-11-21 00:00:00";1,5878;1,6524
"2023-11-22 00:00:00";1,5892;1,6532
"2023-11-23 00:00:00";1,5912;1,6542
"2023-11-24 00:00:00";1,5909;1,6497
